id,country,locality,state,subregion,submitted,collected
epi_isl_419227,Hong Kong,,,Asia,20200401,20200215
epi_isl_419226,Hong Kong,,,Asia,20200401,20200213
epi_isl_419224,Hong Kong,,,Asia,20200401,20200213
epi_isl_419222,Hong Kong,,,Asia,20200401,20200211
epi_isl_419221,Hong Kong,,,Asia,20200401,20200211
epi_isl_419219,Hong Kong,,,Asia,20200401,20200210
epi_isl_419217,Hong Kong,,,Asia,20200401,20200210
epi_isl_419216,Hong Kong,,,Asia,20200401,20200210
epi_isl_419215,Hong Kong,,,Asia,20200401,20200210
epi_isl_419214,Hong Kong,,,Asia,20200401,20200210
epi_isl_419211,Israel,,Ramat Gan,Asia,20200401,20200301
epi_isl_419210,Israel,,Ramat Gan,Asia,20200401,20200301
epi_isl_419188,France,Macon,ARA,Europe,20200401,20200322
epi_isl_419187,France,Macon,ARA,Europe,20200401,20200322
epi_isl_419186,France,Bourg-en-Bresse,ARA,Europe,20200401,20200322
epi_isl_419185,France,Bourg-en-Bresse,ARA,Europe,20200401,20200322
epi_isl_419184,France,Lyon,ARA,Europe,20200401,20200322
epi_isl_419183,France,Bourg-en-Bresse,ARA,Europe,20200401,20200322
epi_isl_419182,France,Lyon,ARA,Europe,20200401,20200322
epi_isl_419181,France,Lyon,ARA,Europe,20200401,20200322
epi_isl_419180,France,Lyon,ARA,Europe,20200401,20200322
epi_isl_419179,France,Lyon,ARA,Europe,20200401,20200322
epi_isl_419178,France,Lyon,ARA,Europe,20200401,20200322
epi_isl_419177,France,Lyon,ARA,Europe,20200401,20200322
epi_isl_419176,France,Macon,ARA,Europe,20200401,20200321
epi_isl_419175,France,Macon,ARA,Europe,20200401,20200321
epi_isl_419174,France,Macon,ARA,Europe,20200401,20200320
epi_isl_419173,France,Lyon,ARA,Europe,20200401,20200321
epi_isl_419172,France,Lyon,ARA,Europe,20200401,20200321
epi_isl_419171,France,Lyon,ARA,Europe,20200401,20200321
epi_isl_419170,France,Lyon,ARA,Europe,20200401,20200321
epi_isl_419169,France,Lyon,ARA,Europe,20200401,20200321
epi_isl_419168,France,Valence,ARA,Europe,20200401,20200317
epi_isl_418991,China,,Hangzhou,Asia,20200401,20200204
epi_isl_418990,China,,Hangzhou,Asia,20200401,20200203
epi_isl_419001,Singapore,,,Asia,20200401,20200302
epi_isl_419000,Singapore,,,Asia,20200401,20200213
epi_isl_418999,Singapore,,,Asia,20200401,20200301
epi_isl_418998,Singapore,,,Asia,20200401,20200214
epi_isl_418997,Singapore,,,Asia,20200401,20200206
epi_isl_418996,Singapore,,,Asia,20200401,20200127
epi_isl_418995,Singapore,,,Asia,20200401,20200228
epi_isl_418994,Singapore,,,Asia,20200401,20200129
epi_isl_418993,Singapore,,,Asia,20200401,20200129
epi_isl_418992,Singapore,,,Asia,20200401,20200210
epi_isl_417420,China,,NanChang,Asia,20200325,20200323
epi_isl_418989,Belgium,,Vorst,Europe,20200331,20200304
epi_isl_418988,Belgium,,Zolder,Europe,20200331,20200304
epi_isl_418987,Belgium,,Eupen,Europe,20200331,20200301
epi_isl_418986,Belgium,,Hoegaarden,Europe,20200331,20200302
epi_isl_418985,Belgium,,Ellezelles,Europe,20200331,20200309
epi_isl_418984,Belgium,,Kaulile,Europe,20200331,20200309
epi_isl_418983,Belgium,,Asse,Europe,20200331,20200309
epi_isl_418982,Belgium,,Oevel,Europe,20200331,20200309
epi_isl_418981,Belgium,,Merelbeke,Europe,20200331,20200306
epi_isl_418548,Ireland,,Dublin,Europe,20200330,20200306
epi_isl_418516,Ireland,,Tipperary,Europe,20200330,20200306
epi_isl_418859,Canada,,British Columbia,North America,20200331,20200313
epi_isl_418858,Canada,,British Columbia,North America,20200331,20200313
epi_isl_418857,Canada,,British Columbia,North America,20200331,20200313
epi_isl_418856,Canada,,British Columbia,North America,20200331,20200313
epi_isl_418855,Canada,,British Columbia,North America,20200331,20200311
epi_isl_418854,Canada,,British Columbia,North America,20200331,20200311
epi_isl_418853,Canada,,British Columbia,North America,20200331,20200311
epi_isl_418852,Canada,,British Columbia,North America,20200331,20200307
epi_isl_418851,Canada,,British Columbia,North America,20200331,20200313
epi_isl_418850,Canada,,British Columbia,North America,20200331,20200313
epi_isl_418849,Canada,,British Columbia,North America,20200331,20200313
epi_isl_418848,Canada,,British Columbia,North America,20200331,20200305
epi_isl_418847,Canada,,British Columbia,North America,20200331,20200312
epi_isl_418846,Canada,,British Columbia,North America,20200331,20200312
epi_isl_418845,Canada,,British Columbia,North America,20200331,20200311
epi_isl_418844,Canada,,British Columbia,North America,20200331,20200312
epi_isl_418843,Canada,,British Columbia,North America,20200331,20200312
epi_isl_418842,Canada,,British Columbia,North America,20200331,20200311
epi_isl_418841,Canada,,British Columbia,North America,20200331,20200311
epi_isl_418840,Canada,,British Columbia,North America,20200331,20200312
epi_isl_418839,Canada,,British Columbia,North America,20200331,20200310
epi_isl_418838,Canada,,British Columbia,North America,20200331,20200312
epi_isl_418837,Canada,,British Columbia,North America,20200331,20200310
epi_isl_418836,Canada,,British Columbia,North America,20200331,20200310
epi_isl_418835,Canada,,British Columbia,North America,20200331,20200311
epi_isl_418834,Canada,,British Columbia,North America,20200331,20200311
epi_isl_418833,Canada,,British Columbia,North America,20200331,20200311
epi_isl_418832,Canada,,British Columbia,North America,20200331,20200311
epi_isl_418831,Canada,,British Columbia,North America,20200331,20200311
epi_isl_418830,Canada,,British Columbia,North America,20200331,20200309
epi_isl_418829,Canada,,British Columbia,North America,20200331,20200310
epi_isl_418828,Canada,,British Columbia,North America,20200331,20200304
epi_isl_418827,Canada,,British Columbia,North America,20200331,20200304
epi_isl_418826,Canada,,British Columbia,North America,20200331,20200310
epi_isl_418825,Canada,,British Columbia,North America,20200331,20200310
epi_isl_418824,Canada,,British Columbia,North America,20200331,20200303
epi_isl_418823,Canada,,British Columbia,North America,20200331,20200309
epi_isl_418822,Canada,,British Columbia,North America,20200331,20200310
epi_isl_418821,Canada,,British Columbia,North America,20200331,20200310
epi_isl_418959,Brazil,,Rio de Janeiro,South America,20200331,20200317
epi_isl_418820,Canada,,British Columbia,North America,20200331,20200309
epi_isl_418819,Canada,,British Columbia,North America,20200331,20200309
epi_isl_418818,Canada,,British Columbia,North America,20200331,20200306
epi_isl_418817,Canada,,British Columbia,North America,20200331,20200313
epi_isl_418980,USA,Manhattan,New York,North America,20200331,20200317
epi_isl_418979,USA,Manhattan,New York,North America,20200331,20200317
epi_isl_418978,USA,Manhattan,New York,North America,20200331,20200317
epi_isl_418977,USA,Manhattan,New York,North America,20200331,20200317
epi_isl_418976,USA,Manhattan,New York,North America,20200331,20200317
epi_isl_418973,USA,Manhattan,New York,North America,20200331,20200317
epi_isl_418970,USA,Nassau County,New York,North America,20200331,20200316
epi_isl_418969,USA,Manhattan,New York,North America,20200331,20200314
epi_isl_418968,USA,Manhattan,New York,North America,20200331,20200315
epi_isl_418972,USA,Manhattan,New York,North America,20200331,20200317
epi_isl_418971,USA,Nassau County,New York,North America,20200331,20200316
epi_isl_418975,USA,Manhattan,New York,North America,20200331,20200317
epi_isl_418974,USA,Manhattan,New York,North America,20200331,20200317
epi_isl_418967,USA,,Utah,North America,20200331,20200311
epi_isl_418966,USA,,Utah,North America,20200331,20200310
epi_isl_418965,USA,,Utah,North America,20200331,20200311
epi_isl_418964,USA,,Utah,North America,20200331,20200314
epi_isl_418963,USA,,Utah,North America,20200331,20200314
epi_isl_418962,USA,,Utah,North America,20200331,20200313
epi_isl_418961,USA,,Utah,North America,20200331,20200312
epi_isl_418863,Belgium,,Komen,Europe,20200331,20200305
epi_isl_418955,USA,,Washington,North America,20200331,20200323
epi_isl_418954,USA,,Washington,North America,20200331,20200323
epi_isl_418953,USA,,Washington,North America,20200331,20200323
epi_isl_418952,USA,,Washington,North America,20200331,20200323
epi_isl_418951,USA,,Washington,North America,20200331,20200323
epi_isl_418950,USA,,Washington,North America,20200331,20200323
epi_isl_418949,USA,,Washington,North America,20200331,20200323
epi_isl_418948,USA,,Washington,North America,20200331,20200323
epi_isl_418947,USA,,Washington,North America,20200331,20200322
epi_isl_418946,USA,,Washington,North America,20200331,20200324
epi_isl_418945,USA,,Washington,North America,20200331,20200323
epi_isl_418944,USA,,Washington,North America,20200331,20200324
epi_isl_418943,USA,,Washington,North America,20200331,20200324
epi_isl_418942,USA,,Washington,North America,20200331,20200324
epi_isl_418941,USA,,,North America,20200331,20200301
epi_isl_418940,USA,,Washington,North America,20200331,20200324
epi_isl_418939,USA,,Washington,North America,20200331,20200324
epi_isl_418938,USA,,Washington,North America,20200331,20200324
epi_isl_418937,USA,,Washington,North America,20200331,20200324
epi_isl_418936,USA,,Washington,North America,20200331,20200324
epi_isl_418935,USA,,Washington,North America,20200331,20200324
epi_isl_418934,USA,,Washington,North America,20200331,20200314
epi_isl_418933,USA,,Washington,North America,20200331,20200324
epi_isl_418932,USA,,Washington,North America,20200331,20200324
epi_isl_418931,USA,,Washington,North America,20200331,20200320
epi_isl_418930,USA,,Washington,North America,20200331,20200324
epi_isl_418929,USA,,Washington,North America,20200331,20200324
epi_isl_418928,USA,,Washington,North America,20200331,20200324
epi_isl_418927,USA,,Washington,North America,20200331,20200324
epi_isl_418926,USA,,Washington,North America,20200331,20200324
epi_isl_418925,USA,,,North America,20200331,20200301
epi_isl_418924,USA,,Washington,North America,20200331,20200324
epi_isl_418923,USA,,Washington,North America,20200331,20200324
epi_isl_418922,USA,,Washington,North America,20200331,20200324
epi_isl_418921,USA,,Washington,North America,20200331,20200324
epi_isl_418920,USA,,Washington,North America,20200331,20200324
epi_isl_418919,USA,,Washington,North America,20200331,20200324
